原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000   
 原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000   
 原文: 　　两天后，负责的警官跟我说：“前野似乎打算三叩抵三叩。至于山冈那个孩子，我问他为何要对前野施暴，他回答说因为看他不爽。我就问了，为何看他不爽，他也说不出个所以然，只说总之就是看他不爽。”  positive_prob: 0.006554  confidence: 0.985435  negative_prob: 0.993446  sentiment: 0.000000  
 原文: 　　听到这种话真教人沮丧。  positive_prob: 0.344820  confidence: 0.233734  negative_prob: 0.655180  sentiment: 0.000000  
 原文: 　　之后，我再也没有见过前野或山冈。特别是前野，根据他母亲的转述，在这世上他最不想看到的人就是我。  positive_prob: 0.052991  confidence: 0.882242  negative_prob: 0.947009  sentiment: 0.000000  
 原文: 　　同一年四月，我也离开了教职，也就是说我逃跑了。  positive_prob: 0.487730  confidence: 0.754595  negative_prob: 0.512270  sentiment: 1.000000  
 原文: 　　至今我依然觉得这是我人生中最大的败笔。   positive_prob: 0.581961  confidence: 0.071025  negative_prob: 0.418039  sentiment: 2.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 真相之章　加贺恭一郎的阐明  positive_prob: 0.518293  confidence: 0.634144  negative_prob: 0.481707  sentiment: 1.000000  
 原文: 真相之章　加贺恭一郎的阐明  positive_prob: 0.518293  confidence: 0.634144  negative_prob: 0.481707  sentiment: 1.000000  
 原文: 真相之章　加贺恭一郎的阐明  positive_prob: 0.518293  confidence: 0.634144  negative_prob: 0.481707  sentiment: 1.000000  
 原文: 真相之章　加贺恭一郎的阐明  positive_prob: 0.518293  confidence: 0.634144  negative_prob: 0.481707  sentiment: 1.000000  
 原文: 真相之章　加贺恭一郎的阐明  positive_prob: 0.518293  confidence: 0.634144  negative_prob: 0.481707  sentiment: 1.000000  
 原文: 　　身体的状况怎样？我刚刚跟主治医生谈过，听说你已经决定要动手术，这样我就放心多了。  positive_prob: 0.670283  confidence: 0.267295  negative_prob: 0.329717  sentiment: 2.000000  
 原文: 　　你应该乐观一点。不，医生说手术的成功率非常高，不会有事的，是真的。  positive_prob: 0.205082  confidence: 0.544263  negative_prob: 0.794918  sentiment: 0.000000  
 原文: 　　之前我就想问你，你是从什么时候发觉自己的病况的？今年冬天？今年才开始的吗？  positive_prob: 0.147063  confidence: 0.673192  negative_prob: 0.852937  sentiment: 0.000000  
 原文: 　　应该不是吧？我想最晚在去年年底你就察觉自己旧疾复发了。同时，你恐怕认为自己这次是凶多吉少，所以才会连医院都没去，不是吗？  positive_prob: 0.018934  confidence: 0.957924  negative_prob: 0.981066  sentiment: 0.000000  
 原文: 　　我之所以这么想，理由只有一个，因为我猜最晚从那时开始，你就已经在计划这次的事了。这次的事？我指的当然是杀害日高的事。  positive_prob: 0.353771  confidence: 0.213843  negative_prob: 0.646229  sentiment: 0.000000  
 原文: 　　你好像有点惊讶？不过，我讲的可不是什么天方夜谭。嗯，我这么讲是有根据的，连证据都有了。关于这个，我待会儿会说明给你听。我想恐怕会占用不少时间，不过医生已经准许我这么做了。  positive_prob: 0.657982  confidence: 0.239960  negative_prob: 0.342018  sentiment: 2.000000  
 原文: 　　首先，请你先看看这个。嗯，是一张照片。你有没有印象？就是你潜入日高家时被拍到的画面。日高邦彦在庭院装摄影机，暗中拍下这卷东西，你是这么说的。  positive_prob: 0.235748  confidence: 0.476116  negative_prob: 0.764252  sentiment: 0.000000  
 原文: 　　我将那卷带子的其中某个画面，转印成这张照片。如果你希望的话，我可以把萤幕拿来，重头放一次给你看。不过，我想应该没此必要，只要这张照片就够了。况且对你而言，那些影像你也看腻了，是吧？  positive_prob: 0.190552  confidence: 0.576552  negative_prob: 0.809448  sentiment: 0.000000  
 原文: 　　因为那些影像是你自己做的，不是吗？你自己演出又自己摄影——所谓的自导自演。会看到不想再看也是理所当然的，对吧？  positive_prob: 0.066870  confidence: 0.851401  negative_prob: 0.933130  sentiment: 0.000000  
 原文: 　　没错，我说那卷带子是伪造的，那里面拍摄的内容全是假的。  positive_prob: 0.188211  confidence: 0.581754  negative_prob: 0.811789  sentiment: 0.000000  
 原文: 　　嗯，我正要用这张照片证明给你看。话说回来，要证明这件事也没多大的困难。对于这张照片，我想说的只有一点。这个画面并非如角落日期所示是七年前拍的。  positive_prob: 0.040676  confidence: 0.909609  negative_prob: 0.959324  sentiment: 0.000000  
 原文: 　　就让我来向你说明为何我那么肯定好了，这其实非常简单。画面中是日高家的庭院，庭院里种植了一些花木，当然这张照片里没出现什么特别的植物，日高家自豪的樱花不在里面，草皮也都枯萎了。一看就知道是冬天的景观，不过，是哪个冬天的就难以判定了。         positive_prob: 0.907954  confidence: 0.795454  negative_prob: 0.092046  sentiment: 2.000000  
 原文: 　　再加上是在半夜拍的，一片昏暗下，连细部都很难看得清楚。不过，也正因为如此，你才会以为这卷带子可以骗过我们吧？  positive_prob: 0.086249  confidence: 0.808336  negative_prob: 0.913751  sentiment: 0.000000  
 原文: 　　不过，野野口先生，你犯了个很大的错误喔。  positive_prob: 0.252516  confidence: 0.438852  negative_prob: 0.747484  sentiment: 0.000000  
 原文: 　　我不是在吓唬你，你真的出错了。  positive_prob: 0.084869  confidence: 0.811403  negative_prob: 0.915131  sentiment: 0.000000  
 原文: 　　我不是在吓唬你，你真的出错了。  positive_prob: 0.084869  confidence: 0.811403  negative_prob: 0.915131  sentiment: 0.000000  
 原文: 　　不过，这也得要有日高家的钥匙才行。因为要拍摄从庭院潜入日高工作室的画面，必须先把工作室的窗户打开。  positive_prob: 0.869641  confidence: 0.710313  negative_prob: 0.130359  sentiment: 2.000000  
 原文: 　　根据理惠小姐的说法，要克服这一点应该也不是问题。怎么说呢？日高出去喝酒的时候，不会把钥匙带在身上，他总是把它藏在玄关的伞架下面。自从在外面连丢了两次钥匙后，他好像就一直这么做。如果你知道这回事的话，就不用操心门窗的问题了。你应该知道吧？理惠是这么证实的。  positive_prob: 0.064734  confidence: 0.856147  negative_prob: 0.935266  sentiment: 0.000000  
 原文: 　　不过呢，野野口先生，我会发现录影带是伪造的，不是因为八重樱的影子的关系。事实上，正好相反。我是肯定带子是假的之后，才一再地重播画面，与少数的日高家旧时庭院照片做比对，进而发现了这个矛盾。那么，我为何会肯定带子是假的呢？那是因为我对其他证物起了疑心。  positive_prob: 0.075894  confidence: 0.831346  negative_prob: 0.924106  sentiment: 0.000000  
 原文: 　　所谓的其他证物指的是什么？野野口先生，你应该也已经知道了吧。没错，就是那大量的原稿，我所发现的那些堆积如山的稿件，而我一直相信它们与杀害日高的动机有关。  positive_prob: 0.079862  confidence: 0.822529  negative_prob: 0.920138  sentiment: 0.000000  
 原文: 　　因为此次事件，我将你逮捕，在读过你的自白书之后，我还是有很多地方搞不清楚。  positive_prob: 0.233895  confidence: 0.480233  negative_prob: 0.766105  sentiment: 0.000000  
 原文: 　　当然，这一个个疑问都可以解释得通，不过，解释得通跟百分之百信服是两码子事。野野口先生，在你的自白书里，我总觉得哪里怪怪的，因为这种怪怪的感觉，让我怎样都无法接受你所告白的内容是真实的。  positive_prob: 0.018795  confidence: 0.958234  negative_prob: 0.981205  sentiment: 0.000000  
 原文: 　　然后，有一次，我忽然发现一个大线索。案发之后，我曾和你见过无数次面，可是我怎么就没有注意过它？真是不可思议。就在这么近的距离里，有一个这么明显的提示。  positive_prob: 0.230078  confidence: 0.488715  negative_prob: 0.769922  sentiment: 0.000000  
 原文: 　　野野口先生，请你把右手伸出来。  positive_prob: 0.135268  confidence: 0.699403  negative_prob: 0.864731  sentiment: 0.000000  
 原文: 　　怎么了？我要的是右手。如果不行的话，光右手的中指也可以。  positive_prob: 0.536527  confidence: 0.269462  negative_prob: 0.463473  sentiment: 1.000000  
 原文: 　　那中指上的茧是握笔而产生吧？真的好大呢。  positive_prob: 0.708566  confidence: 0.352369  negative_prob: 0.291434  sentiment: 2.000000  
 原文: 　　那中指上的茧是握笔而产生吧？真的好大呢。  positive_prob: 0.708566  confidence: 0.352369  negative_prob: 0.291434  sentiment: 2.000000  
 原文: 　　难道就没有办法可以分辨真伪吗？经过多方调查，终于让我找到决定性的证据。  positive_prob: 0.182645  confidence: 0.594122  negative_prob: 0.817355  sentiment: 0.000000  
 原文: 　　野野口先生，您认识辻村平吉这个人吗？不认识吗？这样啊，果然……  positive_prob: 0.155751  confidence: 0.653885  negative_prob: 0.844248  sentiment: 0.000000  
 原文: 　　根据你的自白书，你和日高邦彦小的时候经常去看邻居的烟火师傅工作，并以此段记忆为基础写下了《圆火》这本小说，然后日高以你的《圆火》为草稿，进而发表了《死火》。  positive_prob: 0.873157  confidence: 0.718128  negative_prob: 0.126843  sentiment: 2.000000  
 原文: 　　辻村平吉这个人，就是当时那位烟火师傅哟。  positive_prob: 0.800617  confidence: 0.556926  negative_prob: 0.199383  sentiment: 2.000000  
 原文: 　　嗯，这个我知道，记不记得名字不是问题。恐怕我这样问日高邦彦，他也会说他忘了吧？  positive_prob: 0.227684  confidence: 0.494035  negative_prob: 0.772316  sentiment: 0.000000  
 原文: 　　嗯，这个我知道，记不记得名字不是问题。恐怕我这样问日高邦彦，他也会说他忘了吧？  positive_prob: 0.227684  confidence: 0.494035  negative_prob: 0.772316  sentiment: 0.000000  
 原文: 　　有了辻村先生的证词，我就确信，日高剽窃你的小说根本是无稽之谈。那些写在旧大学笔记及稿纸上的作品，只不过是你从他的书里抄来的。  positive_prob: 0.457335  confidence: 0.146692  negative_prob: 0.542665  sentiment: 1.000000  
 原文: 　　如此一来，你被日高以杀人未遂罪名威胁的事又该怎么说呢？  positive_prob: 0.055810  confidence: 0.875978  negative_prob: 0.944190  sentiment: 0.000000  
 原文: 　　知道了吧？这样推到最后，自然会怀疑到那卷带子。能够确实证明你曾经杀人未遂的，只有那卷录影带。当时你犯案所拿的刀子，根本不能证明什么，因为上面只有你的指纹而已。  positive_prob: 0.016077  confidence: 0.964273  negative_prob: 0.983923  sentiment: 0.000000  
 原文: 　　而就像我刚刚说明的，我因此发现带子是伪造的。反过来说，这代表着我现今所提的假设都是正确的。也就是说，根本没有杀人未遂案件，所以日高也不可能威胁你，恐怕连作品抄袭的事都是虚构的。  positive_prob: 0.041902  confidence: 0.906885  negative_prob: 0.958098  sentiment: 0.000000  
 原文: 　　那么，你自己承认的，杀人未遂的起因是由于你和日高初美的关系，这又做何解释？你所说的外遇真的存在过吗？  positive_prob: 0.055378  confidence: 0.876939  negative_prob: 0.944622  sentiment: 0.000000  
 原文: 　　到此让我们复习一下，有哪些东西暗示了你和日高初美的关系？  positive_prob: 0.419616  confidence: 0.067520  negative_prob: 0.580384  sentiment: 0.000000  
 原文: 　　首先，是在你屋里找到的围裙、项链、旅行申请表。其次是后来又发现的，被认为是在富士川休息站拍的初美照片，再来是看似同一地点的风景照片。  positive_prob: 0.668876  confidence: 0.264168  negative_prob: 0.331124  sentiment: 2.000000  
 原文: 　　就这么多了，也没有人可以证明你俩的关系。  positive_prob: 0.477414  confidence: 0.548290  negative_prob: 0.522586  sentiment: 1.000000  
 原文: 　　证物中的旅行申请表，随你爱怎么写就怎么写，所以那根本不算证明。至于项链，你说那是打算送给初美的礼物，可是这也只是你的片面说辞。那么围裙呢？不管怎样它肯定是初美的东西。就像我先前跟你说的，初美曾穿上那件围裙拍过其他照片。  positive_prob: 0.958528  confidence: 0.907840  negative_prob: 0.041472  sentiment: 2.000000  
 原文: 　　不过，你要从日高家拿走日高初美的围裙并非不可能的事。日高邦彦和理惠小姐结婚之前，曾将前妻初美的遗物做一番整理，那时你曾过去帮忙。神不知鬼不觉地偷走一件围裙，应该还蛮简单的吧。  positive_prob: 0.949908  confidence: 0.888685  negative_prob: 0.050092  sentiment: 2.000000  
 原文: 　　去帮忙整理的那天，你有可能还偷走了其他东西，也就是相片。被偷走的相片恐怕得具备这些条件才行？首先它必须是初美的独照；其次，没有其他照片可以显示日高曾摄于同一场景；最后，同样一个地点，最好还有几张纯风景照可兹对照。而全部符合这些条件的，就是那张在富士川休息站拍的相片。你把初美的独照和风景照偷偷地放进口袋里。             positive_prob: 0.935650  confidence: 0.856999  negative_prob: 0.064350  sentiment: 2.000000  
 原文: 　　嗯，当然，我没有证据证明是你偷的，不过，你有可能会偷。既然有这个可能，那么你所坦承的，与初美间的不伦恋情就不足采信了。  positive_prob: 0.139350  confidence: 0.690333  negative_prob: 0.860650  sentiment: 0.000000  
 原文: 　　如果杀人未遂事件，还有你被日高威胁、被剽窃作品的事都不存在的话，那么以此为前提，假设你们的外遇关系亦是子虚乌有，应该也不过分吧？  positive_prob: 0.015433  confidence: 0.965705  negative_prob: 0.984567  sentiment: 0.000000  
 原文: 　　没错，这样看来，初美的意外当然也只有一个解释。那个肯定是交通事故，并非自杀。既然没有动机，也就没有理由怀疑她是自杀的。  positive_prob: 0.053533  confidence: 0.881037  negative_prob: 0.946466  sentiment: 0.000000  
 原文: 　　我们先整理一下，从去年秋天开始，你到底做了些什么？就让我们按照时间顺序做个回顾吧。  positive_prob: 0.366920  confidence: 0.184623  negative_prob: 0.633080  sentiment: 0.000000  
 原文: 　　首先你得准备未经使用的旧大学笔记。只要到学校里找一找，那种东西应该很快就能拿到吧？接着你把日高邦彦早期发表过的作品抄写到上面，不过，你不能完全照抄，语法及人物的名字必须改过，故事的剧情也要稍微重新编排，你想尽办法让这些笔记像是那些作品的原型。就算只抄一本，恐怕也要花上一个月的时间吧？我可以想像那是非常艰辛的大工程。至于日高近期发表的作品，你则改用打字的：和大学笔记一起找到的，写在稿纸上的那些小说，才是你以前的作品吧？因为从日高的小说里，找不到与这些作品吻合的内容。  positive_prob: 0.658500  confidence: 0.241111  negative_prob: 0.341500  sentiment: 2.000000  
 原文: 　　其次，关于《冰之扉》这本书，你也必须想好后续的发展才行。你不但要让警方看到构思剧情的小抄，还要亲手书写做为不在场证明用的原稿。  positive_prob: 0.418415  confidence: 0.070188  negative_prob: 0.581585  sentiment: 0.000000  
 原文: 　　接着是制作录影带。这个我刚刚也讲过了，恐怕在去年年底你就拍好了吧？  positive_prob: 0.455483  confidence: 0.109668  negative_prob: 0.544517  sentiment: 1.000000  
 原文: 　　然后，到了今年，你把日高初美的围裙和照片拿到手。除此之外，应该也把旅行申请表、项链等小道具给备齐了。你想说申请表是旧的是吧？那种东西搞不好学校那儿就有之前剩下的。还有，你说衣柜里摆的佩斯利花呢领带是初美送的，餐具架上的咖啡杯是两人一起去买的，这些恐怕都是你最近才准备好的吧？  positive_prob: 0.159459  confidence: 0.645647  negative_prob: 0.840541  sentiment: 0.000000  
 原文: 　　接着还有一件很重要的事。听说日高夫妇为了打包送去加拿大的行李，花了一个礼拜的时间，这中间你好像曾到他家去拜访过一次。你去他家的目的，当然是为了把两件东西藏进行李里，那两件东西就是刀子和录影带。你甚至还费了点心嗯，把录影带放进挖空的书里，这样看来就真的很像是日高邦彦刻意隐藏的了。  positive_prob: 0.879812  confidence: 0.732916  negative_prob: 0.120188  sentiment: 2.000000  
 原文: 　　以上的准备都做好之后，接着就只是等四月十六日那天了。没错，就是案发当天。          positive_prob: 0.550400  confidence: 0.000889  negative_prob: 0.449600  sentiment: 2.000000  
 原文: 　　不、不，这次的案件绝对不是临时起意，这是经过长期安排、恐怖的计划犯罪。  positive_prob: 0.053788  confidence: 0.880472  negative_prob: 0.946212  sentiment: 0.000000  
 原文: 　　通常，所谓的计划犯罪，犯人最常演练的是如何避免被逮捕，要怎样做案才不会被发现，就算被发现了，要如何洗脱自己的嫌疑——犯人绞尽脑汁想的应该是这些。  positive_prob: 0.028400  confidence: 0.936888  negative_prob: 0.971600  sentiment: 0.000000  
 原文: 　　不过，你此次犯罪计划的目的却完全不同。你一点也不避讳被逮捕，不、应该说，这所有的计划都是在确定被逮捕的前提下拟定的。  positive_prob: 0.078684  confidence: 0.825148  negative_prob: 0.921317  sentiment: 0.000000  
 原文: 　　简单说来，野野口先生，你花这么长时间、这么多功夫要做的是动机，杀害日高邦彦的适当动机。  positive_prob: 0.117416  confidence: 0.739075  negative_prob: 0.882584  sentiment: 0.000000  
 原文: 　　这真是惊人的想法。要杀人之前，先想好杀人动机，这恐怕是前所未闻的事吧？一直到现在我才敢这样讲，在此之前我是多么的烦恼啊。怎么可能会有这样的事？这就是我的心情写照。  positive_prob: 0.151656  confidence: 0.662987  negative_prob: 0.848344  sentiment: 0.000000  
 原文: 　　说起那卷带子，如果一开始警察就有所怀疑的话，说不定就能早点认出那是伪造的。  positive_prob: 0.088049  confidence: 0.804336  negative_prob: 0.911951  sentiment: 0.000000  
 原文: 　　不过，搜查小组并没有起疑，那是当然的。那卷带子是证明犯罪动机的重要证据，又有谁会想到那是身为犯人的你亲手制作的呢？  positive_prob: 0.429075  confidence: 0.046500  negative_prob: 0.570925  sentiment: 0.000000  
 原文: 　　写在大学笔记及稿纸上的作品也是一样，而暗示你和初美关系的小道具更是如此。如果那些东西足以证明你没有犯罪的话，搜查小组肯定会调整目光，进而确认物品的真伪。  positive_prob: 0.853920  confidence: 0.675379  negative_prob: 0.146080  sentiment: 2.000000  
 原文: 　　不过，事实并非如此，这些全是佐证你犯罪动机的证物。遗憾的是，现在的警察处理对被告有利的证据时会比较严谨，处理对被告不利的证据时则倾向于宽松。了不起的是你看穿了警察弱点。  positive_prob: 0.019442  confidence: 0.956797  negative_prob: 0.980559  sentiment: 0.000000  
 原文: 　　而你特别厉害的地方，在于你不自己言明这个伪造的动机，而要警方东查西访才找到。如果你一开始就滔滔不绝地把动机说出来，那么，再怎么笨的警察也会觉得哪里不对劲吧。  positive_prob: 0.085758  confidence: 0.809428  negative_prob: 0.914242  sentiment: 0.000000  
 原文: 　　你巧妙地引导警方走入错误的侦查方向，不，应该说是你设下的圈套。让人以为是日高作品出处的大量笔记及稿纸是你的，这是第一个陷阱。然后，第二个陷阱是围裙、项链、旅行申请表，以及日高初美的照片。现在想起，当时我们迟迟找不到初美的照片，恐怕让你很焦急。记得那时你跟我说：“请你不要在我屋里乱翻，里面有人家寄放在我这里的重要书本。”因为这个提示，我们才在《广辞苑》里找到了日高初美的照片。你引导得真是漂亮啊！想必你自己也松了口气吧？  positive_prob: 0.211400  confidence: 0.530221  negative_prob: 0.788600  sentiment: 0.000000  
 原文: 　　就连第三个陷阱也多亏你的提示。案发后，你问日高理惠“日高邦彦的录影带放在哪里？”理惠回答，送到加拿大去了。结果你请她行李一送回来就马上通知你，有这回事吧？  positive_prob: 0.049692  confidence: 0.889573  negative_prob: 0.950308  sentiment: 0.000000  
 原文: 　　因为这些话，我联想到日高邦彦的录影带里说不定藏着什么秘密。于是，才发现了在杀人未遂的那晚所拍的带子。更惊人的是，这卷带子还藏在日高所著的《萤火虫》里。只要读过《萤火虫》，任谁都会想到书中的描述与影带的画面相符，就连这个你也不着痕迹地引导。  positive_prob: 0.788338  confidence: 0.529639  negative_prob: 0.211663  sentiment: 2.000000  
 原文: 　　说到这个，我想起事发当晚，我们相隔十年再度重逢，我向你询问日高邦彦的作品，那时你首先推荐的就是这本《萤火虫》。你连这个都事先算计好了，真教我肃然起敬。  positive_prob: 0.588997  confidence: 0.086660  negative_prob: 0.411003  sentiment: 2.000000  
 原文: 　　让我们稍稍把时间倒回去一点，回顾一下那天的事。我说的那天，不用讲，当然是你杀害日高邦彦的那天。  positive_prob: 0.701500  confidence: 0.336666  negative_prob: 0.298500  sentiment: 2.000000  
 原文: 　　从上述的推理，你应该也可以了解，这次的命案绝对是有计划的。不过，站在你的立场，你不希望任何人注意到这点，你一定要让它被当作是临时起意的犯罪，因为如果不是这样，伪造的动机就没用了。  positive_prob: 0.381929  confidence: 0.151269  negative_prob: 0.618071  sentiment: 0.000000  
 原文: 　　为了谋杀的方法，你费尽了心机。使用刀子或毒药是不被允许的，因为这样等于是公开承认打一开始就起了杀机。那么勒毙怎么样？可是，一想到两者体力的差距，光凭自己的力量要勒死对方妤像困难了点。  positive_prob: 0.049383  confidence: 0.890261  negative_prob: 0.950617  sentiment: 0.000000  
 原文: 　　于是你决定采取袭击的方法。用钝器从背后偷袭，等到对方倒下，再勒紧他的脖子，施予致命的一击。  positive_prob: 0.245400  confidence: 0.454667  negative_prob: 0.754600  sentiment: 0.000000  
 原文: 　　不过，这种方法也需要凶器才成，最好能直接应用日高家现有的东西。于是，你想到了日高平常惯用的纸镇，用那个来敲击应该没问题吧？那要用什么来勒脖子呢？对了！电话线正好可以派上用场——在我的想像里，恐怕你当时也曾这么自问自答吧。  positive_prob: 0.785043  confidence: 0.522317  negative_prob: 0.214957  sentiment: 2.000000  
 原文: 　　不过，这时你的心里却产生了不安。做案当天，日高家的行李应该都整理得差不多了。这样一来，有可能事先设想的凶器届时已经不在了。  positive_prob: 0.205176  confidence: 0.544053  negative_prob: 0.794824  sentiment: 0.000000  
 原文: 　　电话线应该没有问题。日高还有工作要赶，写好的稿件得传送出去，因此他不会先把电话收起来。  positive_prob: 0.419984  confidence: 0.066703  negative_prob: 0.580016  sentiment: 0.000000  
 原文: 　　问题出在纸镇上。对写作而言，那并非不可或缺的东西，很有可能一早就被收到箱子里去了——你连这点都考虑到了。  positive_prob: 0.133605  confidence: 0.703099  negative_prob: 0.866395  sentiment: 0.000000  
 原文: 　　如果没有纸镇的话要怎么办呢？为了避免这种情形，你心想还是得自己准备凶器才行。  positive_prob: 0.327746  confidence: 0.271675  negative_prob: 0.672254  sentiment: 0.000000  
 原文: 　　你准备了唐·贝利纽的粉红香槟。如果有什么万一，你打算拿酒瓶充当凶器。  positive_prob: 0.487821  confidence: 0.756422  negative_prob: 0.512179  sentiment: 1.000000  
 原文: 　　你刚到日高家的时候，并没有马上把那瓶香槟送出去。因为一旦交到对方手上，恐怕就不能拿它当作凶器使用了。  positive_prob: 0.083648  confidence: 0.814115  negative_prob: 0.916352  sentiment: 0.000000  
 原文: 　　你先和日高邦彦一起进入工作室，确认那方纸镇是否还在原处。当你见到它时，肯定松了口气吧？  positive_prob: 0.147952  confidence: 0.671218  negative_prob: 0.852048  sentiment: 0.000000  
 原文: 　　后来藤尾美弥子来了，你们一进一出之后，你把香槟交给了理惠。如果纸镇不在的话，我想你就不会把酒交出去，而会把它转作杀人的凶器吧。庆贺乔迁之喜的香槟顿时变成了杀人工具，这种情况依然会给人一时冲动犯案的印象。不过，站在你的立场，如果可以的话，你认为还是用日高的所有物——纸镇来杀人会比较实际吧？  positive_prob: 0.061393  confidence: 0.863571  negative_prob: 0.938607  sentiment: 0.000000  
 原文: 　　你在笔记里没有提到香槟的事，是因为害怕警察会追究这方面的事吧？一开始我听说的时候，我还怀疑莫非香槟里下了毒呢。我甚至还问把它喝掉的饭店职员，那味道怎样。他回答很好喝，我才排除下毒的可能。不过仔细一想，你是绝对不会用毒的。  positive_prob: 0.014726  confidence: 0.967276  negative_prob: 0.985274  sentiment: 0.000000  
 原文: 　　话说回来，你用电脑及电话制造不在场证明的那招，还真是了得。我的上司和同僚至今还搞不太懂其中的机关呢。  positive_prob: 0.080568  confidence: 0.820960  negative_prob: 0.919432  sentiment: 0.000000  
 原文: 　　我有一个疑问，如果我们没有识破你的技俩的话，那你打算要怎么办？假设你既不会被怀疑，也不会被逮捕……  positive_prob: 0.011960  confidence: 0.973423  negative_prob: 0.988040  sentiment: 0.000000  
 原文: 　　你好像不想回答的样子。  positive_prob: 0.108713  confidence: 0.758415  negative_prob: 0.891287  sentiment: 0.000000  
 原文: 　　算了，现在才问这个已经没有意义了。因为，在现实生活里，我们确实识破了你的计谋，也逮捕了你。  positive_prob: 0.499850  confidence: 0.997001  negative_prob: 0.500150  sentiment: 1.000000  
 原文: 　　你累了吗？这故事是有点长。不过，请你再忍耐一下。拜你所赐，我也筋疲力尽呢。  positive_prob: 0.538551  confidence: 0.228988  negative_prob: 0.461449  sentiment: 1.000000  
 原文: 　　问题来了，你为什么要这样做呢？以被逮捕为前提，虚构假的犯罪动机，教人怎么想都想不通。  positive_prob: 0.051885  confidence: 0.884700  negative_prob: 0.948115  sentiment: 0.000000  
 原文: 　　我大胆推测之下，得出这样的结论。因为某事的发生，因而使你做出杀害日高邦彦的决定。而杀人的结果就是被逮捕，你已经有所觉悟。我在想，这一切应该都跟你的癌症复发有关。也就是说，假使你真的被抓了，待在监狱的时间也不会太长。  positive_prob: 0.025875  confidence: 0.942501  negative_prob: 0.974125  sentiment: 0.000000  
 原文: 　　不过，就算真被逮捕了，你也非得隐瞒真正动机不可。对你而言，那真正的动机被公诸于世，比起以杀人罪嫌被逮捕还要可怕千百倍。  positive_prob: 0.024373  confidence: 0.945838  negative_prob: 0.975627  sentiment: 0.000000  
 原文: 　　关于那真正的动机，我很想听你亲口说出，怎么样？都已经到这个地步了，你再守口如瓶也没有意义了。  positive_prob: 0.233466  confidence: 0.481187  negative_prob: 0.766534  sentiment: 0.000000  
 原文: 　　……是吗？  positive_prob: 0.197578  confidence: 0.560938  negative_prob: 0.802422  sentiment: 0.000000  
 原文: 　　你怎么样都不肯吐实吗？那我就没办法了，就让我来说说我的推理吧。  positive_prob: 0.058811  confidence: 0.869308  negative_prob: 0.941189  sentiment: 0.000000  
 原文: 　　野野口先生，你猜这是什么？嗯，是的，是光碟。不过，这可不是拿来听音乐的喔，讲切实一点，这片光碟里面存有电脑的资料。  positive_prob: 0.197468  confidence: 0.561183  negative_prob: 0.802532  sentiment: 0.000000  
 原文: 　　现今电脑所用的软体大都以这个方式储存贩售，游戏、字典也常以这种形式问市。              positive_prob: 0.720114  confidence: 0.378031  negative_prob: 0.279886  sentiment: 2.000000  
 原文: 　　不过，这并非市面贩售的光碟，而是日高特地委托业者制作的东西。  positive_prob: 0.457646  confidence: 0.152920  negative_prob: 0.542354  sentiment: 1.000000  
 原文: 　　你是不是很好奇里面会有什么资料？事实上，这里面恐怕有你一直在寻找的的东西。  positive_prob: 0.209806  confidence: 0.533763  negative_prob: 0.790194  sentiment: 0.000000  
 原文: 　　你知道了吗？没错，这里面存的是照片，它的性质类似影像光碟。  positive_prob: 0.193878  confidence: 0.569160  negative_prob: 0.806122  sentiment: 0.000000  
 原文: 　　日高好像不习惯把小说用的资料照片摆在相簿里。文坛中，甚早采用电脑设备的日高似乎在好几年前，就已经作兴把资料用的照片全部压成这种光碟来保存，而最近他更使用了数码相机。  positive_prob: 0.232925  confidence: 0.482390  negative_prob: 0.767075  sentiment: 0.000000  
 原文: 　　你想问我为何会注意到这张光碟是吧？我彻底调查了你和日高的过去，并发现关于一张照片的事。那张照片拍摄内容如果和我想像的一样，那么至今为止原本被忽略的事物突然都有了意义，它们全有脉络可循。  positive_prob: 0.136491  confidence: 0.696688  negative_prob: 0.863509  sentiment: 0.000000  
 原文: 　　你想问我为何会注意到这张光碟是吧？我彻底调查了你和日高的过去，并发现关于一张照片的事。那张照片拍摄内容如果和我想像的一样，那么至今为止原本被忽略的事物突然都有了意义，它们全有脉络可循。  positive_prob: 0.136491  confidence: 0.696688  negative_prob: 0.863509  sentiment: 0.000000  
 原文: 　　关于你的国中时代，我稍做了一番调查。很多人讲了很多事情，这其中也有谈到校园暴力的事。  positive_prob: 0.558105  confidence: 0.018011  negative_prob: 0.441895  sentiment: 2.000000  
